문장,범죄유형
 그러나 자치위원회는 원고에 대한 선도가능성을 고려해 조치를 감경하기로 하여 판정점수 10~12점에 해당하는 '출석정지(제6호)' 조치와 1~3점에 해당하는 '피해학생에 대한 서면사과(제1호)' 조치를 결의하였다,False
" 따돌림은 지속적·반복적으로 이루어지는 집단 가해행위로서 일반적으로 피해학생의 피해가 심각한 유형의 학교폭력에 해당하고, 앞서 본 바와 같이 실제 피해학생은 무단결석을 하고 점심시간 급식실에 가는 것이 어려울 정도로 정신적 고통을 느낀 것으로 보인다",False
" 원고는 2학년 1학기가 시작한 경부터 약 5개월간 지속적으로 피해학생을 놀리고, 따돌리는 등의 이 사건 행위를 하였고, 자치위원회에 신고된 이후에도 피해학생을 조롱하였으며, 피해학생은 원고로부터 진정한 사과를 받지 못하였다고 느끼고 있다",False
" 이와 같은 이 사건 행위의 심각성과 지속성, 고의성, 원고의 반성 정도 및 피해학생과의 화해정도에 비추어 볼 때, 위와 같은 자치위원회의 조치가 현저히 타당성을 잃었다고 보이지 않는다",False
" 이 사건 처분 중 '특별교육이수'는 구 학교폭력예방법 제17조 제3항에 따라 '출석정지(제6호)' 조치에 병과되는 처분으로, 자치위원회가 그 기간을 2시간으로 정한 것이 현저히 타당성을 잃었다고 보이지는 않는다",False
" 이 사건 처분 중 '피해학생 및 신고·고발 학생에 대한 접촉, 협박 및 보복행위의 금지(제2호)'는 조치기준에 따르면 피해학생의 보호에 필요한 경우 부과할 수 있는데, 앞서 본 바와 같이 피해학생이 원고를 비롯한 가해학생들을 만나는 것조차 두려워하고 있고, 원고는 이 사건 행위가 자치위원회에 신고된 이후에도 피해학생을 조롱하였는바, 이러한 점에 비추어 보면 피해학생의 보호를 위해 원고의 접촉, 협박 및 보복행위를 금지할 필요가 있다고 보인다",False
" 한편, 원고 외 나머지 가해학생들에게도 이 사건 처분과 동일한 처분이 내려졌는데, 이 사건 행위의 태양을 나머지 가해학생들의 각 가해행위와 비교해볼 때 이 사건 처분이 현저히 형평에 반하다고 볼 만한 사정도 없다",False
 소결론,False
결국 이 사건 처분은 원고의 학교폭력 행위에 대하여 피고의 재량권 범위 내에서 이루어졌으므로 적법하다,False
 결론,False
그렇다면 원고의 주위적 청구와 예비적 청구는 이유 없어 이를 모두 기각하기로 하여 주문과 같이 판결한다,False
,False
 처분의 경위,False
 원고들은 공립학교인 M고등학교 3학년에 재학 중인 학생들이다,False
" 피고는 학교폭력대책자치위원회(이하, '자치위원회'라 한다)의 심의를 거쳐  원고들에 대하여 ""원고들이 2017학년도, 2018학년도 3월 초부터 4월 중순까지 M고등학교 내에서 피해학생 N(이하, '피해학생'이라 한다)에게 언어폭력 및 따돌림을 행사하였다""는 이유로 「학교폭력예방 및 대책에 관한 법률」(이하, '학교폭력예방법'이라 한다) 제17조에 따라 다음과 같은 처분을 하였다(이하, 원고 A에 대한 학교에서의 봉사 15시간 처분을 제외한 나머지 처분을 통틀어 '이 사건 각 처분'이라 한다)",False
<이미지1>,False
<이미지2>,False
"【인정근거】 다툼 없는 사실, 갑 제1호증(가지번호 포함, 이하 같다)의 기재, 변론 전체의 취지",False
 이 사건 각 처분의 적법 여부,False
 처분사유의 구체적 특정,False
"앞서 본 대로 피고는 이 사건 각 처분을 하면서 단지 ""원고들이 2017학년도, 2018학년도 3월 초부터 4월 중순까지 M고등학교 내에서 피해학생에게 언어폭력 및 따돌림을 행사하였다""는 사유를 제시하였을 뿐, 원고들이 구체적으로 어떤 행위를 하였는지는 제시하지 아니하였다",False
", 을 제증의 각 기재에 따르면, 학교폭력문제 전담기구의 실태조사 과정과 자치위원회 심의 과정에서, 피해학생의 진술서(을 제1호증)에 기재된 원고들의 아래와 같은 행위를 대상으로 하여 조사 및 심의가 이루어진 사실이 인정되므로, 이 사건 각 처분의 처분사유를 아래와 같이 특정하기로 한다(이하, 순번에 따라 '제이 처분사유'라 하고, 통틀어 '이 사건 각 처분사유'라 한다)",False
<이미지3>,False
<이미지4>,False
 원고들의 주장,False
"원고 G, J의 경우 피해학생에게 욕설을 한 사실이 없다",False
" 원고 A, D의 경우 피해학생에게 심하지 않은 욕설을 하고, 제10 처분사유 기재 행위를 하기는 하였으나, 이는 피해학생이 고등학교 2학년 때 같은 반이었던 원고 A, D의 사진을 몰래 찍고, 손거울로 원고 A, D를 몰래 훔쳐보며, 원고 J의 다리를 쳐다보는 등 원고들을 계속 성희롱하였기 때문이므로, 원고 A, D의 행위는 사회상규에 비추어 용인될 수 있는 범위 내에 있다고 보아야 한다",False
" 또한, 원고 D, G, J가 원고 A에 동조하여 피해학생을 따돌린 사실도 없다",False
따라서 이 사건 각 처분은 처분사유가 존재하지 않으므로 위법하다,False
<각주1>,False
 관계 규정의 표시,False
별지 기재와 같다,False
 판단,False
 이 사건 각 처분사유 기재 행위의 존재 여부,False
 원고들이 제1 내지 10 처분사유 기재 행위를 하였는지 여부,False
"을 제 증의 각 기재, 증인 N의 서면증언, 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사실 또는 사정에 비추어 보면, 원고들이 제1 내지 10 처분사유 기재와 같은 행위를 한 사실이 인정된다",False
" 피해학생은  '원고들이 제1 내지 10 처분사유 기재 행위를 하였다'는 취지의 진술서를 작성하였고, '원고들이 제1 내지 10 처분사유 기재 행위를 하였다'고 서면증언하였다",False
" 피해학생의 진술·증언은 일관되고 구체적일 뿐더러, 아래에서 보는 대로 원고 A, D, G이 일부 처분사유 기재 행위를 인정하였고, 일부 학생들이 피해학생의 진술에 부합하는 진술을 한 점에 비추어 신빙성이 인정된다",False
" 학교폭력문제 전담기구의 학교폭력 실태조사 및 자치위원회 심의 과정에서, 원고 A은 제 8 처분사유 기재 욕설 또는 발언을 한 사실 자체는 인정하였고(원고 A은 자치위원회 심의 과정에서는 '아 씨', '아 씨발' 정도의 욕설만을 하였다고 진술하였다), 원고 A, D는 제10 처분사유 기재 행위를 한 사실을 인정하였으며, 원고 G은 제처분사유 기재 행위를 한 사실을 인정하였다",False
" 일부 학생들은 제 10 처분사유와 관련하여, 다음과 같은 내용의 진술서를 작성하였다",False
<이미지5>,False
" 원고 A, G, J가 제11 처분사유 기재 행위를 하였는지 여부",False
"을 제1호증의 기재에 따르면, 피해학생이  '원고 A, G, J가 제11 처분사유 기재 행위를 하였다'는 취지의 진술서를 작성한 사실이 인정된다",False
"그러나 다른 한편 증인 N의 서면증언에 따르면, 피해학생은 ""원고 A이  무렵 O에게 거짓말하여 O가 피해학생을 찾아 와 크게 화를 냈다""고 서면증언한 사실이 인정되므로, 제11 처분사유 기재 행위를 한 것은 원고 A으로 판단되고, 을 제1호증의 기재만으로는 원고 A 외에 원고 G, J가 해당 행위를 하였다고 인정하기 부족하고, 달리 이를 인정할 증거가 없다",False
 소결,False
"따라서 원고들은, 원고 G, J의 제11 처분사유 기재 행위를 제외한 이 사건 각 처분사유 기재 행위를 하였다고 판단된다",False
 원고들이 학교폭력 예방법상 '가해학생'에 해당하는지 여부,False
" 학교폭력예방법 제2조 제1호는 '학교폭력'을 '학교 내외에서 학생을 대상으로 발생한 상해, 폭행, 감금, 협박, 약취·유인, 명예훼손·모욕, 공갈, 강요·강제적인 심부름 및 성폭력, 따돌림, 사이버 따돌림, 정보통신망을 이용한 음란, 폭력 정보 등에 의하여 신체·정신 또는 재산상의 피해를 수반하는 행위'로 규정하고 있고, 같은 조 제1호의2는 '따돌림'을 '학교 내외에서 2명 이상의 학생들이 특정인이나 특정집단의 학생들을 대상으로 지속적이거나 반복적으로 신체적 또는 심리적 공격을 가하여 상대방이 고통을 느끼도록 하는 일체의 행위'로 규정하고 있으며, 같은 항 제3호는 '가해학생'을 '가해자 중에서 학교폭력을 행사하거나 그 행위에 가담한 학생'으로 규정하고 있다",False
" 을 제증의 각 기재, 증인 N의 서면 증언에 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사정에 비추어 보면, 앞서 인정된 원고들의 행위는 학교폭력예방법에 규정된 '따돌림'에 해당하므로, 원고들은 학교폭력예방법 제2조 제3호에 규정된 '가해학생'(학교폭력을 행사하거나 그 행위에 가담한 학생)에 해당한다",False
" 원고 A은 2017년부터  중순에 이르기까지, 피해학생에게 물을 뿌리고, 피해학생의 책상을 다른 반 교실에 가져다 두며, 피해학생에게 수차례 심한 욕설을 하고, 피해학생의 친구에게 '피해학생과 어울리지 말라'고 말하며, 다른 학생과 피해학생 사이를 이간질하는 등 지속적이고 반복적으로 피해학생에 대하여 심리적 공격을 가하였다",False
" 원고 D는 원고 A과 함께 피해학생에게 물을 뿌리고, 피해학생의 책상을 다른 반 교실에 가져다 두었고, 원고 D, G, J는 원고 A과 함께 다른 여학생과 말다툼을 한 피해학생에게 욕설을 하는 방법으로, 피해학생에게 심리적 공격을 가하였다",False
" 나아가 원고 D, G, J는 원고 A과 어울려 다니며 원고 A이 피해학생에 대해 심리적 공격을 할 때 함께 웃거나 이를 거들었는데, 피해학생이 일관되게 '원고 G이 원고 A의 공격을 유도하였고, 원고 D, J는 원고 A의 피해학생에 대한 공격을 보고 웃으며 즐겼다",False
" 원고들 중 한두 명만 있을 때는 덜 한데 원고 A을 비롯한 서너 명이 모이면 원고 A이 주도하여 피해학생에게 욕설을 하였다'고 진술·증언한 점에 비추어, 위 원고들의 행위는 방관에 그친 것이 아니라 원고 A의 행위를 방조한 것에 이르렀다고 판단된다",False
" 피해학생은  '원고 A, G의 제2 처분사유 기재 행위로 인해, 위 원고들이 교실에 들어올 때마다 교실에서 나가고 싶은 마음이 굴뚝같다",False
" 원고들의 제3 처분사유 기재 행위로 인해, 복도를 지날 때마다 원고들이 있을까봐 항상 걱정하며 지나간다",False
" 원고들의 제5 처분사유 기재 행위로 인해, 교실에서 공부를 할 수 없어 화장실이나 도서관에서 종종 시간을 때웠다",False
" 원고 A, D의 제10 처분사유 기재 행위로 인해, 1학년 10반 교실 안의 학생들이 자신을 쳐다보는 가운데 책상을 가지고 나오게 되어 너무 수치스럽고 화가 났다",False
" '고 진술하였고, 자치위원회 심의 과정에서도 '원고들이 교실에 들어 와 욕을 해서 교실에서 할 수 있는 것이 없고, 항상 원고들을 피해 다니고, 복도를 다닐 때마다 원고들이 있을까, 없을까 생각도 들면서, 학교생활이 너무 스트레스고, 원고들이 없었으면 좋겠다는 생각이 든다'고 진술하는 등, 원고들의 행위로 인한 정신적 고통을 호소하였다",False
 원고들의 행위가 정당행위에 해당하는지 여부,False
" 형법 제20조 소정의 '사회상규에 위배되지 아니하는 행위'라 함은 법질서 전체의 정신이나 그 배후에 놓여 있는 사회윤리 내지 사회통념에 비추어 용인될 수 있는 행위를 말하고, 어떠한 행위가 사회상규에 위배되지 아니하는 정당한 행위로서 위법성이 조각되는 것인지는 구체적인 사정 아래서 합목적적, 합리적으로 고찰하여 개별적으로 판단되어야 하므로, 이와 같은 정당행위가 인정되려면, 그 행위의 동기나 목적의 정당성, 행위의 수단이나 방법의 상당성, 보호이익과 침해이익의 법익 균형성, 긴급성, 그 행위 이외의 다른 수단이나 방법이 없다는 보충성 등의 요건을 갖추어야 한다(대법원  선고 2006두16991 판결 참조), 그리고 이와 같은 법리는 징계 책임에 대하여도 유추 적용될 수 있다",False
" (1) 원고들은, 원고들의 행위가 인정되더라도, 이는 피해학생의 성희롱(피해학생이 수학여행을 가던 중 원고 A, D를 몰래 촬영하고, 수학여행에 가서도 새벽에 원고 A에게 인공눈물을 빌려달라고 요청하며, 손거울로 원고 A, D를 훔쳐보고, 자신이 쓰던 마스크를 원고 A, D의 책상에 올려두며, 원고 J의 다리를 계속 쳐다보고, 원고들을 성적인 눈빛으로 보았다)으로부터 원고들을 보호하기 위한 방어적 행위로서 정당행위에 해당하므로 위법성이 조각된다는 취지로 주장한다",False
" 그러나 갑 제2 내지 6호증의 각 기재만으로는 피해학생이 원고들이 주장하는 행위를 하였다고 인정하기 부족하고, 달리 이를 인정할 증거가 없다",False
" 나아가 설령 피해학생이 원고들 주장과 같은 행위를 하였다고 하더라도, 앞서 든 증거에 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사정에 비추어 보면, 원고들의 행위가 사회상규에 반하지 않는 정당행위에 해당한다고 볼 수 없다",False
"(가) 학교폭력예방법상 '학교폭력'에는 '성폭력 등에 의하여 신체·정신 또는 재산상의 피해를 수반하는 행위'가 포함되므로, 원고들로서는 피해학생에 대한 방어적 행위로서 학교폭력을 행사하기에 앞서 피해학생의 행위를 학교폭력으로 신고하는 방법으로 피해학생에 대한 제재를 가할 수 있었다",False
 따라서 원고들이 피해학생에 대하여 학교폭력을 가한 행위가 피해학생의 성희롱에 대응하는 유일한 방법이었다고 볼 수 없다,False
" 원고들은 앞서 본 대로 오랜 기간 지속적으로 피해학생에 대하여 욕설을 하고, 집단적으로 따돌리는 행위를 함으로써 피해학생에게 커다란 정신적 고통을 가하였으므로, 원고들의 행위에는 상당성 및 법익 균형성이 인정되지 않는다",False
" ① 제처분사유와 관련하여, 원고들이 피해학생과 고등학교 2학년 때 같은 반이었다가, 원고 D를 제외한 나머지 원고들은 고등학교 3학년이 된 뒤 피해학생과 다른 반으로 배정되었음에도, 피해학생의 교실에 들어 가 다른 행동을 하고 있는 피해학생을 상대로 욕설을 하는 등 먼저 공격을 가한 점, ② 제처분사유와 관련하여, 원고 A이 피해학생이 없는 자리에서 피해학생의 친구에게 '피해학생과 어울리지 말라'고 말하거나 피해학생에 대한 거짓말을 한 점 등에 비추어 보면, 원고들의 위 행위가 피해학생의 성희롱에 긴급히 대응하기 위해 이루어졌다고 볼 수도 없다",False
 소결,False
"따라서 원고들은 학교폭력예방법상 '가해학생'에 해당하므로, 이와 같은 전제에 선 이 사건 각 처분은 적법하다",False
 원고들의 주장을 받아들이지 아니한다,False
 결론,False
그렇다면 원고들의 청구는 이유 없으므로 이를 모두 기각하기로 하여 주문과 같이 판결한다,False
,False
 처분의 경위,False
" 원고와 E, F은 D초등학교(아래에서 ‘이 사건 학교’라고 한다)에 재학 중인 학생들이다",False
" 이 사건 학교 학교폭력대책자치위원회(아래에서 ‘자치위원회’라고 한다)는  “원고가 SNS에 E을 지칭하는 글을 올려 명예를 훼손하고 정신적 충격을 주었고, E에 대한 험담을 하고 E이 친한 친구들과 어울리는 것을 막는 행동을 하여 심리적 불안감과 위축감을 유발하였다",False
"”는 이유로 구 학교폭력예방 및 대책에 관한 법률( 법률 제16441호로 개정되기 전의 것, 아래에서 ‘학교폭력예방법’이라고 한다) 제17조 제1항 제3호, 제3항에 따라 원고에게 학교에서의 봉사 2시간, 가해학생 부가적 특별교육 2시간 및 보호자 특별교육 2시간 이수 조치를 요청하기로 의결하였다",False
" 이에 따라 피고는  원고에게 학교에서의 봉사 2시간, 가해학생 부가적 특별교육 2시간, 학부모 부가적 특별교육 2시간 이수 조치를 내용으로 하는 처분을 하였다(위 처분 중 이 법원의 심판대상에서 제외된 학부모특별교육이수처분을 제외한 나머지 부분을 ‘이 사건 처분’이라고 한다)",False
"[ 인정 근거 : 다툼 없는 사실, 갑 제증(가지번호 포함, 아래 같다)의 각 기재, 변론 전체의 취지 ]",False
 원고의 주장 요지,False
 절차적 하자,False
이 사건 처분은 학부모회의에서 직접 선출되지 않은 학부모대표들로 구성된 자치위원회에서 한 의결에 기초하여 이루어진 것으로서 전체 위원의 과반수를 학부모전체회의에서 직접 선출된 학부모대표로 위촉하도록 하는 학교폭력예방법 제13조 제1항을 위반한 하자가 있다,False
"이 사건 자치위원회에는 학교폭력 전담기구 심의위원회에 참여한 심의위원 및 학교폭력 사안조사에 관여한 상담교사, 기피 사유 있는 자가 자치위원으로 참여한 구성상 하자가 존재한다",False
 실체적 하자,False
"이 사건 처분사유는 ① 원고가 SNS(틱톡, 인스타그램)에 E을 지칭하는 글을 올려 E의 명예를 훼손하고 정신적 충격을 준 점, ② E에 대한 험담을 한 점, ③ E이 친한 친구들과 어울리는 것을 막는 행동을 하여 심리적 불안감과 위축감이 들게 한 점이다",False
" 처분사유 ①의 경우 원고가 자신의 틱톡 계정에 게시한 글은 E에 대한 명예훼손이라고 볼 수 없고, 원고의 인스타그램 계정에 게시된 글은 원고 본인이 아닌 원고의 아버지 B이 게시한 것으로 이를 원고에 대한 징계처분사유로 삼을 수 없다",False
" 처분사유 ②, ③의 경우 처분사유 자체가 존재하지 않을 뿐만 아니라 자치위원회에서 심의?의결하지 않은 사유에 해당하여 이를 처분사유로 삼는 것은 위법하다",False
 또한 이 사건 처분에는 재량권을 일탈?남용한 하자가 있다,False
 관련 법령,False
별지 기재와 같다,False
 절차적 하자 주장에 관한 판단,False
 법령의 규정 등,False
"학교폭력의 예방 및 대책에 관련된 사항을 심의하기 위하여 학교에 자치위원회를 두고, 자치위원회는 피해학생의 보호, 가해학생에 대한 선도 및 징계, 피해학생과 가해학생 간의 분쟁조정 등을 심의한다(학교폭력예방법 제12조 제1항, 제2항)",False
" 자치위원회는 위원장 1인을 포함하여 5인 이상 10인 이하의 위원으로 구성하되 대통령령으로 정하는 바에 따라 전체위원의 과반수를 학부모전체회의에서 직접 선출된 학부모대표로 위촉하여야 하는데(학교폭력예방법 제13조 제1항), 위 위원 중 교사의 신분으로 임명되거나 위촉될 수 있는 사람은 해당 학교의 교감, 해당 학교의 교사 중 학생생활지도 경력이 있는 교사이다[구 학교폭력예방법 시행령( 대통령령 제29950호로 개정되기 전의 것, 아래에서 ‘학교폭력예방법 시행령’이라고 한다) 제14조 제1항 제1호, 제2호]",False
"한편 자치위원회의 위원은 학교폭력예방법 제16조, 제17조 및 제18조에 따라 피해학생과 가해학생에 대한 조치를 요청하는 경우와 분쟁을 조정하는 경우 다음 각 호의 어느 하나에 해당하면 해당 사건에서 제척되는데(학교폭력예방법 시행령 제26조 제1항), 그 제척 사유는 ‘위원이나 그 배우자 또는 그 배우자였던 사람이 해당 사건의 피해학생 또는 가해학생의 보호자인 경우 또는 보호자였던 경우’(제1호), ‘위원이 해당 사건의 피해학생 또는 가해학생과 친족이거나 친족이었던 경우’(제2호), ‘그 밖에 위원이 해당 사건의 피해학생 또는 가해학생과 친분이 있거나 관련이 있다고 인정하는 경우’(제3호)이다",False
" 또한 자치위원회의 위원에게 공정한 심의를 기대하기 어려운 사정이 있다고 인정할 만한 상당한 사유가 있을 때에는 기피신청을 할 수 있고(제2항), 위원은 스스로 해당 사건을 회피할 수 있다(제4항)",False
"그리고 학교폭력예방법에 따라 학교폭력의 예방 및 대책과 관련된 업무를 수행하거나 수행하였던 자는 그 직무로 인하여 알게 된 비밀 또는 자료 등을 누설하여서는 아니 되고, 이를 위반할 경우 1년 이하의 징역 또는 1천만 원 이하의 벌금에 처하게 되며, 가해학생에 대한 조치를 심의ㆍ의결한 자치위원회의 회의는 공개하지 아니하고, 피해학생이나 가해학생 등이 회의록 공개를 신청하여 공개할 때에도 학생과 가족의 성명 및 위원의 성명 등 개인정보에 관한 사항을 제외하고 공개하여야 한다(학교폭력예방법 제21조, 제22조)",False
"위와 같은 학교폭력예방법 및 그 시행령의 각 규정들을 종합하여 보면, 위 법령은 자치위원회의 여러 심의사항 중 ‘가해학생에 대한 조치’ 등의 사항을 심의하는 경우에는 ‘위원의 제척ㆍ기피 및 회피’, ‘회의록의 비공개 원칙’ 등의 규정을 별도로 두고 있음을 알 수 있는데, 이는 ‘가해학생에 대한 조치’ 등 사항의 심의결과가 가해학생에게 미치는 영향이 큰 점 등을 감안하여, 자치위원회 위원의 중립성과 객관성 및 공정성을 강화하고 이를 담보하려는 취지라고 이해된다",False
 나아가 자치위원회의 위원에 대한 제척ㆍ기피 등의 제도는 자치위원회 의결의 공정성을 해칠 만한 우려가 있는 위원을 배제함으로써 자치위원회의 심리 및 의결과정에 있어서 중립성과 객관성 및 공정성을 최대한 유지하고자 하는 데 그 목적이 있다(대법원  선고 98다42547 판결 취지 참조),False
 판단,False
"제1심 법원의 D초등학교장에 대한 사실조회 결과에 변론 전체의 취지를 종합하면 D초등학교의 인성안전부장 교사(K)는 D초등학교 학교폭력 전담기구의 구성원인 사실, 인성안전부장 교사는 가해학생인 원고 및 피해학생인 E에 대한 직접조사 및 상담을 진행하였던 사실, 인성안전부장 교사는 자치위원회의 위원으로서 자치위원회의 원고에 대한 심의?의결에도 참여한 사실 등을 각 인정할 수 있고, 위 인정사실을 앞서 본 법령의 규정 내용이나 목적 등에 비추어 살펴보면, 인성안전부장 교사는 ‘피해학생 또는 가해학생과 관련이 있다고 인정되는 경우’에 해당한다고 할 것이어서, 인성안전부장 교사가 참여하여 이루어진 자치위원회의 의결에는 절차적인 하자가 있어 무효라고 봄이 타당하다",False
"피고는, 인성안전부장 교사가 제척되더라도 자치위원회 위원 7명 중 인성안전부장 교사를 제외하고서도 6명이 만장일치로 의결하였으므로, ‘재적위원 과반수 출석에 의한 개의, 출석위원 과반수 찬성에 의한 의결’이라는 학교폭력예방법 시행령 제14조 제5항의 결의 요건을 충족하였으므로 이 사건 처분은 적법하다는 취지로 주장하나, 징계위원회 구성 자체에 위법이 있는 이상 자격이 없는 징계위원을 제외하고서도 의결정족수가 충족된다고 하더라도 그 징계위원회 의결은 무효라고 보아야 할 것이므로(대법원  선고 94다53716 판결, 대법원  선고 98다42547 판결 등 참조), 피고의 위 주장은 받아들일 수 없다",False
이 사건 처분에는 위와 같은 절차적 하자가 있으므로 위법하다(원고의 나머지 절차적 하자 주장에 관한 판단 부분은 생략한다),False
 실체적 하자 주장에 관한 판단,False
 처분사유의 존재 여부,False
"갑 제 9호증, 을 제1호증의 각 기재에 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사정들을 종합하면, 이 사건 처분은 처분사유가 존재하지 않거나 자치위원회에서 심의?의결되지 않은 처분사유를 원고에 대한 징계조치 원인으로 삼은 것으로서 위법하다고 봄이 타당하다",False
" 이 사건 처분사유 중 ① 원고가 자신의 SNS(틱톡, 인스타그램) 계정에 E을 지칭하는 글을 올려 명예를 훼손하였다는 점에 관하여 본다",False
원고는  자신의 틱톡 계정에 “학폭 인터뷰 하러가요,False
비었,False
"”라는 글을 게시하였고, 이에 대하여 “인터뷰? 무슨”이라는 댓글이 달리자 이에 대하여 “나 괴롭힌 애”라고 답변하는 내용의 댓글을 달았다",False
" 위 게시글을 통해서 표출되는 객관적인 의미는 원고가 학교폭력의 피해학생으로서 인터뷰를 하러 간다는 내용에 불과한 점, 위 게시글에서 직접적으로 E의 실명이 공개되거나 E을 지칭하는 문구가 포함되지 않는 등 E의 신원을 특정할 수 있을 정도의 구체적인 정보가 적시되지 않은 점 등을 종합적으로 고려하면, 원고가 틱톡에 게시한 글이 E에 대한 명예훼손적 표현에 해당한다고 볼 수 없으므로 학교폭력예방법에서 말하는 ‘학교폭력’에 해당한다고 볼 수 없다",False
비었,False
"한편,  원고의 인스타그램 계정에 “‘1지구 비옴",False
" 2지구 거지촌 거기도 비오냐? 다른 세상?! ㅍㅎ거지들 세상’, ‘불쌍한 거지들 도와줍시다!! 그래야 세상이 행복해져요!! 말 잘 들으면 오만원줄게 언제든지’, ‘눈에는 눈 이에는 이!!! 금이빨 빼고 모조리 씹어 먹어줄께!!!(아그작 아그작)’, ‘2지구 사는 사람 거지ㅋㅋ G 사는 사람 돈 없음 ~~ #눈물 콧물 질질 싸게 만들어줄께!! 기대해!!ㅎㅎㅎ”라는 내용의 글이 게시된 사실은 인정된다",False
" 그러나 위 인스타그램 게시글은 원고가 아닌 원고의 아버지 B이 게시한 것이므로(B은 자치위원회 회의에서 해당 인스타그램 게시글 및 댓글을 자신이 원고의 아이디로 접속하여 작성한 사실을 인정하였고, 위 인스타그램 게시물의 내용과 단어, 말투 등을 원고가 직접 게시한 틱톡 게시물의 내용과 비교하더라도 이를 원고 A이 직접 작성한 것으로 보이지 않는다), 이를 원고에 대한 징계처분의 사유로 삼을 수 없다",False
 따라서 위 인스타그램 게시글을 이 사건 처분사유에 포함시킨 것은 위법하다,False
"결국 이 사건 처분사유 중 ① 원고가 자신의 SNS(틱톡, 인스타그램) 계정에 E을 지칭하는 글을 올려 명예를 훼손하였다는 점은 처분사유가 존재하지 않는다",False
" 이 사건 처분사유 중 원고가 ② E에 대한 험담을 한 점, ③ E이 친한 친구들과 어울리는 것을 막는 행동을 하여 심리적 불안감과 위축감이 들게 하였다는 점에 대하여 본다",False
"위원회는 가해학생의 선도 및 징계에 대해 심의?의결하여 학교의 장에게 가해학생에 대한 특정한 조치를 할 것을 요청하고, 학교의 장은 자치위원회의 요청에 따라 가해학생에 대하여 해당 조치를 명하는 처분을 하는 것이므로(학교폭력예방법 제12조 제2항 제3호, 제17조 제1항, 제6항), 학교의 장이 자치위원회 요청에 따라 가해학생에 대한 징계조치 처분을 하는 경우 그 처분사유는 자치위원회에서 심의?의결된 사항에 한정된다고 보는 것이 학교폭력예방법의 취지에 부합한다",False
"그런데 에 있었던 자치위원회 회의에서는 원고의 SNS 계정에 게시된 글이 E에 대한 학교폭력에 해당하는지에 대한 심의?의결이 이루어졌을 뿐, 위 ②, ③ 처분사유에 대한 심의?의결이 이루어졌다고 볼 만한 사정이 없다(자치위원회 회의에서 ②, ③ 처분사유에 대한 관계인들의 의견을 청취하는 절차는 거쳤으나, 원고에 대한 구체적인 징계조치의 내용을 결정하는 최종적인 심의?의결 단계에서는 오로지 원고가 SNS에 글을 올린 행위가 학교폭력에 해당하는지와 그 심각성, 지속성, 고의성 및 이에 대한 원고의 반성 정도를 중심으로 논의가 이루어졌던 이상 자치위원회의 심의?의결대상은 처분사유 ①에 한정되었다고 봄이 타당하다)",False
"따라서 자치위원회에서 심의?의결되지 않은 처분사유 ②, ③을 원고에 대한 징계조치 원인으로 삼은 것은 그 자체로 위법하다(처분사유 ③의 구체적인 내용은 ’원고가 E이 친구들과 어울리는 것을 막는 행동을 하였다",False
"‘는 것인데, 을 제1 내지 7호증의 각 기재만으로는 이를 인정하기에 부족하고 달리 이를 인정할 증거가 없다",False
" 다만 처분사유 ②의 경우 그 구체적인 내용은 ’원고가 화장실에서 F에게 “E이 남자애들이랑 놀 때 표정 이랬다?”라고 말하면서 E의 표정을 흉내 내고, “E이 뚱뚱하고 못 생겼다”고 험담하였다",False
"‘는 것인데, 을 제1호증의 기재에 의하면 처분사유의 존재는 인정된다)",False
 재량권의 일탈?남용 여부,False
"앞서 살펴본 바와 같이 이 사건 처분에는 처분사유가 존재하지 않거나 자치위원회에서 심의?의결되지 않은 처분사유를 원고에 대한 징계조치 원인으로 삼은 하자가 있으므로, 이 사건 처분에는 재량권을 일탈?남용한 위법이 있다[설령 처분사유 ②를 적법한 처분사유로 가정하더라도, E이『 ①  급식시간에 새치기를 하여 원고와 다툰 후 문자로 원고에게 ‘개새끼’, ‘꺼져’, ‘씹냐’, ‘닥쳐’, ‘씨발’, ‘미친년’ 등의 욕설을 한 행위, ② 경 원고의 뒷목을 여러 차례 때린(이른바 ‘딱밤’) 행위, ③ 손바닥으로 원고의 허벅지를 때려 멍이 들게 한 행위, ④ 경 원고를 밀쳐 넘어지도록 하여 다리를 다치게 한 행위, ⑤  원고를 째려 본 행위』등의 학교 폭력 행위에 대하여  피고로부터 서면사과 처분을 받은 점 등에 비추어 보면, 원고에게 한 이 사건 처분은 처분의 사유로 삼은 비행의 정도에 비하여 균형을 잃은 과중한 처분을 선택함으로써 비례의 원칙에 위반하거나 공평을 잃은 처분으로서 평 등의 원칙에 위반하여 재량권을 일탈?남용한 처분에 해당한다]",False
 결론,False
그렇다면 이 사건 처분은 위법하여 취소되어야 한다,False
 제1심 판결 중 해당 부분은 이와 결론을 같이 하여 정당하므로 피고의 항소는 이유 없어 기각한다,False
,False
 처분의 경위,False
 원고는 2011년 ●●중학교에 입학하여 2012년 당시 2학년 5반에 재학 중이던 학생이다,False
